,ID,Age,Experience,Income,ZIP.Code,Family,CCAvg,Education,Mortgage,Personal.Loan,Securities.Account,CD.Account,Online,CreditCard,dUndergrad,dGrad
1285,1285,65,40,128,90740,1,2.5,1,162,0,0,0,1,0,1,0
1286,1286,38,13,113,94720,4,1.7,2,0,1,0,0,0,1,0,1
1287,1287,29,3,50,94010,3,1.1,2,0,0,0,0,0,1,0,1
1288,1288,42,18,54,94010,4,2.2,2,0,0,0,0,0,0,0,1
1289,1289,63,38,129,91326,1,0.9,1,366,0,0,0,1,0,1,0
1290,1290,46,21,82,94523,4,0.4,1,0,0,0,0,0,0,1,0
1291,1291,62,38,100,90277,4,1.7,2,0,0,0,0,1,0,0,1
1292,1292,58,34,44,94111,4,2.2,1,0,0,1,0,0,0,1,0
1293,1293,56,30,164,94610,4,0.5,2,234,1,0,1,1,1,0,1
1294,1294,56,31,81,92373,2,3.7,1,121,0,0,0,1,1,1,0
1295,1295,34,10,71,95003,1,0.1,1,257,0,0,0,1,1,1,0
1296,1296,42,17,28,92866,1,0.5,3,90,0,0,0,0,0,0,0
1297,1297,30,6,80,92399,3,1.5,1,219,0,0,0,1,0,1,0
1298,1298,61,35,90,95814,4,1.9,2,0,0,0,0,1,0,0,1
1299,1299,38,14,74,90274,1,3.6,2,0,0,0,0,1,1,0,1
1300,1300,50,25,14,95762,2,0.7,3,0,0,1,0,1,0,0,0
1301,1301,61,36,23,91754,2,0.5,2,103,0,0,0,1,0,0,1
1302,1302,41,17,153,92121,1,1.7,1,337,0,0,0,0,1,1,0
1303,1303,42,16,38,94087,3,0.9,3,0,0,0,0,0,0,0,0
1304,1304,29,5,112,94720,2,2,2,382,0,1,0,0,0,0,1
1305,1305,51,26,145,90025,1,8.1,1,397,0,0,0,0,1,1,0
1306,1306,32,6,28,94025,2,0.3,2,88,0,0,0,1,0,0,1
1307,1307,34,9,31,94115,4,1.1,3,0,0,0,0,1,1,0,0
1308,1308,26,2,195,94546,1,6.33,1,0,0,0,0,1,1,1,0
1309,1309,54,24,50,92037,3,2,3,0,0,0,0,1,1,0,0
1310,1310,38,14,71,95136,4,2,3,0,0,0,0,0,0,0,0
1311,1311,62,36,21,95616,3,0.3,3,0,0,0,0,0,0,0,0
1312,1312,37,11,35,90044,2,0.8,3,125,0,0,0,0,0,0,0
1313,1313,46,21,42,92691,1,2.4,1,0,0,0,0,1,1,1,0
1314,1314,52,27,78,92008,4,3.6,3,141,0,0,0,1,0,0,0
1315,1315,32,6,73,94305,4,2.2,2,0,0,0,0,0,0,0,1
1316,1316,49,25,53,95134,2,1,3,181,0,0,0,0,0,0,0
1317,1317,28,3,51,94086,2,1.6,3,123,0,0,0,0,0,0,0
1318,1318,55,30,40,95521,2,2.3,3,0,0,0,0,1,0,0,0
1319,1319,52,26,178,94234,1,1,1,0,0,0,0,0,0,1,0
1320,1320,32,6,35,94005,2,0.3,1,0,0,0,0,0,1,1,0
1321,1321,31,7,192,90250,1,0,2,0,1,0,0,1,0,0,1
1322,1322,27,3,123,95138,1,5.4,1,0,0,0,0,0,0,1,0
1323,1323,32,5,48,94022,2,1.67,2,0,0,1,1,1,1,0,1
1324,1324,52,26,45,91604,3,0.6,2,0,0,0,0,0,0,0,1
1325,1325,52,28,15,95064,1,0.2,1,0,0,0,0,1,0,1,0
1326,1326,50,24,79,94304,1,0.3,1,120,0,0,0,1,0,1,0
1327,1327,32,5,63,90024,4,2,2,0,0,1,0,1,0,0,1
1328,1328,61,35,30,94720,2,0.2,3,0,0,0,0,1,0,0,0
1329,1329,60,36,145,95616,4,6.9,1,380,1,0,0,0,1,1,0
1330,1330,28,4,32,90095,3,1,2,0,0,0,0,0,0,0,1
1331,1331,34,9,64,92346,2,0.1,1,224,0,0,0,1,1,1,0
1332,1332,31,7,84,92692,1,0.1,1,0,0,0,0,1,0,1,0
1333,1333,31,5,21,94309,1,0.4,2,0,0,0,0,1,0,0,1
1334,1334,62,38,99,95014,4,1.7,2,0,0,0,0,1,0,0,1
1335,1335,47,22,35,94304,2,1.3,1,0,0,0,0,1,0,1,0
1336,1336,50,24,180,94539,1,1.7,1,0,0,0,0,1,1,1,0
1337,1337,36,12,42,93555,1,1.33,1,0,0,0,0,1,0,1,0
1338,1338,26,0,179,92028,4,2.1,2,0,1,0,0,0,0,0,1
1339,1339,51,27,42,90245,4,0.1,3,0,0,0,0,0,0,0,0
1340,1340,52,25,180,94545,2,9,2,297,1,0,0,1,0,0,1
1341,1341,35,11,82,94131,4,3.4,1,0,0,0,0,0,0,1,0
1342,1342,42,16,55,91355,2,0.7,1,149,0,0,0,0,0,1,0
1343,1343,36,12,79,90041,2,2.2,1,0,0,0,0,1,0,1,0
1344,1344,41,17,48,92831,2,0.6,3,215,0,0,0,0,1,0,0
1345,1345,49,25,93,93117,1,2.7,1,0,0,1,0,1,0,1,0
1346,1346,57,32,23,92126,2,0.2,3,0,0,0,0,0,0,0,0
1347,1347,44,20,50,95670,3,2.33,1,200,0,0,0,0,0,1,0
1348,1348,60,34,85,91367,2,2,1,0,0,0,0,1,0,1,0
1349,1349,38,14,35,95051,1,1.5,2,97,0,0,0,1,0,0,1
1350,1350,26,2,171,93943,3,6,2,0,1,0,0,1,0,0,1
1351,1351,29,2,29,90266,4,1.5,2,0,0,0,0,0,1,0,1
1352,1352,59,35,84,94588,1,1.8,3,0,0,0,0,1,1,0,0
1353,1353,51,27,20,90401,4,0.5,2,0,0,0,0,1,0,0,1
1354,1354,50,25,14,94124,1,0.4,3,0,0,0,0,1,1,0,0
1355,1355,35,10,179,91942,1,8.6,1,357,0,0,0,0,0,1,0
1356,1356,61,37,48,91910,1,0.8,1,158,0,0,0,1,0,1,0
1357,1357,42,16,74,90066,1,2.8,1,0,0,0,0,1,0,1,0
1358,1358,55,29,53,95134,1,1.4,1,0,0,0,0,0,0,1,0
1359,1359,50,25,83,92007,1,2.8,2,0,0,0,0,1,1,0,1
1360,1360,64,40,171,90034,2,2.1,1,433,0,0,0,0,0,1,0
1361,1361,54,28,85,92028,4,4.9,1,0,0,0,0,1,0,1,0
1362,1362,50,26,38,95039,4,0.9,2,0,0,0,0,1,0,0,1
1363,1363,31,5,85,92130,3,1.6,1,157,0,0,0,1,1,1,0
1364,1364,32,8,79,92115,1,0.1,1,0,0,0,0,0,0,1,0
1365,1365,44,19,69,92129,4,0.4,1,0,0,0,0,0,0,1,0
1366,1366,60,35,43,94720,3,0.9,3,0,0,0,0,1,1,0,0
1367,1367,60,34,33,91107,2,0.3,1,101,0,0,0,1,0,1,0
1368,1368,62,38,42,95747,3,0.1,3,149,0,0,0,0,1,0,0
1369,1369,46,21,40,94025,4,1.9,3,122,0,0,0,1,0,0,0
1370,1370,57,33,43,91902,1,1.8,3,0,0,0,0,0,0,0,0
1371,1371,30,5,20,94545,4,0.5,3,117,0,0,0,0,0,0,0
1372,1372,58,32,65,95621,3,2.5,1,222,0,0,0,1,0,1,0
1373,1373,39,13,139,95616,3,3.4,1,483,1,0,0,1,0,1,0
1374,1374,60,35,135,92612,3,0.3,3,0,1,0,0,1,0,0,0
1375,1375,59,34,84,94043,3,1.6,3,0,0,0,0,1,0,0,0
1376,1376,50,26,179,92612,1,2.9,3,0,1,0,0,0,1,0,0
1377,1377,63,39,45,92870,4,1.3,2,86,0,0,0,0,0,0,1
1378,1378,27,3,109,93023,2,2.5,1,0,0,0,0,1,0,1,0
1379,1379,54,29,34,93305,4,0.1,3,0,0,0,0,1,0,0,0
1380,1380,62,37,162,95051,1,1.3,1,0,0,0,0,1,0,1,0
1381,1381,60,34,105,92103,2,1.4,1,0,0,0,0,1,0,1,0
1382,1382,38,12,22,91380,3,0.2,2,0,0,0,0,1,0,0,1
1383,1383,34,8,82,91775,2,1.8,1,178,0,0,0,1,1,1,0
1384,1384,65,41,105,95616,4,1.7,2,230,0,1,0,1,0,0,1
1385,1385,55,31,62,91711,1,1.8,3,0,0,0,0,1,0,0,0
1386,1386,57,31,82,95032,2,2,1,83,0,0,0,0,1,1,0
1387,1387,27,3,72,95616,4,0,1,0,0,0,0,1,0,1,0
1388,1388,35,10,38,95762,4,1.7,1,0,0,0,0,1,1,1,0
1389,1389,52,28,25,90212,4,1,1,0,0,0,0,0,0,1,0
1390,1390,45,15,20,94107,1,0.75,3,0,0,0,0,1,0,0,0
1391,1391,29,3,80,94305,4,1.8,2,0,0,0,0,1,1,0,1
1392,1392,44,18,84,91330,3,1.1,1,0,0,0,0,0,0,1,0
1393,1393,47,23,33,90095,1,1,1,0,0,0,0,1,1,1,0
1394,1394,62,37,55,95039,3,0.9,3,0,0,0,0,1,0,0,0
1395,1395,52,27,33,90095,2,0.7,2,0,0,0,0,0,1,0,1
1396,1396,47,23,190,92831,4,0.3,3,305,1,0,0,0,0,0,0
1397,1397,42,18,43,91107,1,0.3,3,158,0,0,0,0,0,0,0
1398,1398,65,41,45,95521,3,0.1,3,0,0,0,0,1,0,0,0
1399,1399,42,18,141,93407,1,3.5,1,0,0,0,0,0,0,1,0
1400,1400,40,16,69,92009,4,2.4,1,0,0,0,0,1,0,1,0
1401,1401,32,8,78,90401,4,0.1,2,0,0,0,0,1,0,0,1
1402,1402,40,15,84,94521,1,3.7,3,0,0,0,0,1,0,0,0
1403,1403,55,29,172,95064,1,5.2,2,0,1,0,0,0,0,0,1
1404,1404,32,6,51,93109,4,0.2,1,154,0,1,0,0,1,1,0
1405,1405,58,28,75,92121,1,1.4,3,0,0,0,0,1,0,0,0
1406,1406,46,22,183,91605,1,3.1,2,0,1,0,1,1,1,0,1
1407,1407,53,23,20,92123,4,0.4,3,0,0,0,0,1,1,0,0
1408,1408,63,39,101,94306,2,3.9,3,294,1,0,0,1,0,0,0
1409,1409,40,14,129,90089,1,5.9,3,0,1,0,0,1,0,0,0
1410,1410,41,17,63,90745,2,3.2,1,0,0,0,0,0,0,1,0
1411,1411,60,35,44,92126,4,2.1,1,0,0,0,0,0,0,1,0
1412,1412,65,39,184,91302,1,5.4,3,176,1,0,1,1,1,0,0
1413,1413,59,33,100,95064,2,2,1,127,0,0,0,0,0,1,0
1414,1414,48,24,12,90058,3,0.4,1,0,0,0,0,0,0,1,0
1415,1415,59,33,68,94105,2,2.3,3,128,0,1,0,1,0,0,0
1416,1416,33,8,48,94019,1,1,1,212,0,0,0,1,0,1,0
1417,1417,40,15,82,93101,2,0.4,1,0,0,0,0,0,0,1,0
1418,1418,42,18,52,94061,2,2.5,1,0,0,0,0,0,0,1,0
1419,1419,65,41,154,92008,2,4.6,2,0,1,1,1,1,1,0,1
1420,1420,30,4,39,91105,1,1.5,1,0,0,0,0,0,1,1,0
1421,1421,30,4,40,91605,1,0.3,1,0,0,0,1,1,1,1,0
1422,1422,42,17,54,94720,4,1.9,3,164,0,0,0,0,0,0,0
1423,1423,32,8,32,94143,2,1,2,103,0,0,1,1,1,0,1
1424,1424,55,30,64,90250,2,2.3,3,0,0,0,0,0,0,0,0
1425,1425,29,3,92,94539,2,1.3,1,287,0,0,0,1,0,1,0
1426,1426,64,38,40,91330,1,2.5,3,94,0,0,0,1,1,0,0
1427,1427,37,11,60,96651,3,0.5,3,0,0,0,0,1,0,0,0
1428,1428,31,5,85,95828,2,1.3,1,119,0,0,0,1,1,1,0
1429,1429,25,-1,21,94583,4,0.4,1,90,0,0,0,1,0,1,0
1430,1430,31,5,35,95064,1,0.6,3,171,0,0,0,0,0,0,0
1431,1431,32,7,52,92660,2,0.1,1,0,0,0,0,1,0,1,0
1432,1432,58,34,128,90058,1,7.4,1,0,0,0,0,0,0,1,0
1433,1433,26,2,195,90245,1,6.33,1,0,0,0,0,0,0,1,0
1434,1434,51,25,68,92647,2,1.5,2,117,0,0,0,0,1,0,1
1435,1435,65,41,55,93106,2,1.1,1,0,0,0,0,0,0,1,0
1436,1436,43,17,55,90266,1,0.2,1,0,0,0,0,1,0,1,0
1437,1437,46,21,80,95054,4,0.4,1,0,0,0,0,1,1,1,0
1438,1438,28,3,123,92007,1,0.8,1,146,0,0,0,0,0,1,0
1439,1439,63,37,90,94105,4,1.9,2,106,0,1,0,1,0,0,1
1440,1440,59,29,61,94025,1,1.4,3,0,0,0,0,0,0,0,0
1441,1441,42,15,41,94610,3,2.5,2,0,0,0,0,1,0,0,1
1442,1442,58,33,43,94720,2,1.6,3,0,0,0,0,1,0,0,0
1443,1443,39,13,71,95822,3,0.1,1,162,0,1,0,1,0,1,0
1444,1444,36,12,25,95051,4,1,1,0,0,0,0,1,0,1,0
1445,1445,60,33,154,90740,1,3,2,0,1,1,1,1,0,0,1
1446,1446,47,21,141,90095,1,2.4,1,0,0,0,0,0,0,1,0
1447,1447,29,4,22,92661,2,0.9,3,110,0,0,0,0,0,0,0
1448,1448,52,28,145,94131,2,6.8,1,0,0,0,0,1,0,1,0
1449,1449,41,16,49,92122,3,0.5,3,0,0,0,0,1,0,0,0
1450,1450,63,37,109,90740,1,2,1,0,0,0,0,1,0,1,0
1451,1451,59,34,80,90086,3,0.5,1,0,0,0,0,1,1,1,0
1452,1452,44,20,82,94555,4,1.4,2,201,0,0,0,1,1,0,1
1453,1453,54,28,52,94102,4,2.5,1,0,0,0,0,1,0,1,0
1454,1454,29,5,85,90232,3,2.5,1,0,0,0,0,1,1,1,0
1455,1455,51,25,148,90024,1,1,1,0,0,0,0,0,0,1,0
1456,1456,63,39,160,91330,2,2.1,1,0,0,0,0,0,1,1,0
1457,1457,36,11,39,90095,4,1.7,1,0,0,0,0,1,0,1,0
1458,1458,42,16,25,94304,2,0.8,3,0,0,0,0,0,1,0,0
1459,1459,51,25,33,93033,1,1.4,3,0,0,0,0,1,1,0,0
1460,1460,47,20,38,92115,3,2.5,2,0,0,0,0,0,0,0,1
1461,1461,40,16,85,92677,4,0.2,3,0,0,0,0,1,1,0,0
1462,1462,54,28,48,93022,1,0.2,1,0,0,0,0,1,0,1,0
1463,1463,47,21,15,95207,4,0.6,3,77,0,0,0,1,0,0,0
1464,1464,35,10,94,91343,1,0,1,174,0,0,0,1,0,1,0
1465,1465,28,4,120,92333,2,0.6,1,0,0,0,0,1,0,1,0
1466,1466,45,19,60,91911,1,0.7,3,159,0,0,0,1,0,0,0
1467,1467,33,9,145,94303,2,4.33,1,277,0,0,0,0,1,1,0
1468,1468,62,36,29,91107,2,0.7,3,0,0,0,0,0,0,0,0
1469,1469,45,18,78,92129,3,2.67,2,0,0,0,0,1,0,0,1
1470,1470,59,35,59,90005,4,1.2,2,0,0,0,0,1,0,0,1
1471,1471,58,28,80,91116,2,4.5,3,0,0,0,0,0,1,0,0
1472,1472,52,26,180,94305,1,1,1,0,0,0,0,1,1,1,0
1473,1473,34,8,8,94710,3,0.1,2,83,0,0,0,1,0,0,1
1474,1474,65,35,23,91711,1,1.5,3,0,0,0,0,1,0,0,0
1475,1475,48,23,79,92124,2,3.8,3,0,0,0,0,1,0,0,0
1476,1476,44,19,78,92064,2,3.8,3,268,0,0,0,0,0,0,0
1477,1477,61,37,64,92028,1,0,2,0,0,0,0,0,1,0,1
1478,1478,40,14,64,91320,4,0.2,3,0,0,0,0,1,1,0,0
1479,1479,65,39,160,94803,4,3.8,1,237,1,0,0,1,0,1,0
1480,1480,28,4,43,91304,1,1,3,102,0,0,0,0,0,0,0
1481,1481,67,42,32,93943,1,1.1,3,0,0,0,0,0,1,0,0
1482,1482,35,9,179,91125,2,0,1,76,0,1,0,1,0,1,0
1483,1483,60,35,8,94143,1,0.1,1,0,0,0,0,1,0,1,0
1484,1484,58,32,63,92717,1,1.6,1,0,0,1,0,1,0,1,0
1485,1485,55,30,40,94126,2,2.3,3,0,0,1,0,1,0,0,0
1486,1486,34,9,99,90245,4,2.2,2,155,0,0,0,1,0,0,1
1487,1487,35,9,141,93022,2,4.5,2,0,1,0,0,0,0,0,1
1488,1488,28,4,159,93907,1,1.5,1,0,0,0,0,1,1,1,0
1489,1489,38,12,39,95825,2,0.3,1,174,0,0,0,1,0,1,0
1490,1490,62,38,99,91604,4,1.7,2,0,0,0,0,0,0,0,1
1491,1491,30,4,18,95020,4,0.3,2,0,0,0,0,1,1,0,1
1492,1492,38,12,38,94553,2,0.3,1,0,0,0,0,1,1,1,0
1493,1493,33,8,133,90024,1,0,1,0,0,0,0,1,0,1,0
1494,1494,58,34,84,91380,2,2.8,1,0,0,0,0,1,1,1,0
1495,1495,59,35,60,90089,1,0,2,0,0,0,0,1,1,0,1
1496,1496,52,28,178,92647,3,5.4,3,147,1,0,0,1,0,0,0
1497,1497,36,12,18,91330,1,0.5,3,0,0,0,0,0,1,0,0
1498,1498,45,21,73,95020,1,0.8,3,0,0,0,0,1,0,0,0
1499,1499,49,23,125,94022,1,7.3,1,0,0,0,0,0,0,1,0
1500,1500,52,26,91,92173,1,4.3,2,0,1,0,1,1,1,0,1
1501,1501,54,28,74,95014,2,1.1,1,0,0,0,0,1,0,1,0
1502,1502,30,4,35,92130,2,0.3,2,0,0,1,0,0,1,0,1
1503,1503,65,39,113,90036,1,2,1,0,0,0,0,1,1,1,0
1504,1504,34,8,52,94720,4,2.2,2,0,0,0,0,0,0,0,1
1505,1505,30,6,191,92028,2,4.4,2,0,1,0,0,1,0,0,1
1506,1506,51,25,18,92109,1,0.3,3,93,0,0,0,0,1,0,0
1507,1507,52,27,25,95138,2,0,1,0,0,0,0,1,1,1,0
1508,1508,43,18,50,91006,4,1.9,3,0,0,0,0,0,0,0,0
1509,1509,35,10,75,93940,4,0.7,3,0,0,0,0,1,1,0,0
1510,1510,56,26,92,92647,2,4.5,3,0,0,1,0,0,1,0,0
1511,1511,57,32,33,95747,2,2,2,0,0,0,0,1,0,0,1
1512,1512,58,32,65,90266,3,2.2,3,0,0,0,0,0,0,0,0
1513,1513,53,28,44,91604,3,1.7,1,0,0,0,0,0,0,1,0
1514,1514,45,21,183,95211,2,1.4,1,354,0,0,0,0,0,1,0
1515,1515,44,20,175,96150,2,1.4,1,0,0,0,0,1,1,1,0
1516,1516,54,28,28,94305,4,1.5,3,0,0,0,0,1,1,0,0
1517,1517,41,17,49,92130,4,2.2,2,0,0,0,0,0,0,0,1
1518,1518,52,26,45,92697,4,1.8,1,0,0,0,0,1,0,1,0
1519,1519,43,17,64,95053,4,3,3,221,1,0,0,1,0,0,0
1520,1520,63,38,22,92115,3,0.1,3,90,0,0,0,1,0,0,0
1521,1521,54,30,120,95039,1,7.4,1,119,0,0,0,1,1,1,0
1522,1522,33,8,175,92354,2,6.7,1,102,0,0,0,1,0,1,0
1523,1523,25,-1,101,94720,4,2.3,3,256,0,0,0,0,1,0,0
1524,1524,41,16,104,92037,1,1,3,0,0,0,0,1,0,0,0
1525,1525,40,16,155,94002,4,0.1,3,0,1,0,1,1,1,0,0
1526,1526,43,18,58,95747,1,2.4,1,0,0,0,0,0,0,1,0
1527,1527,36,10,80,94608,4,2.2,2,0,0,0,0,1,0,0,1
1528,1528,57,33,45,94117,1,1.8,3,195,0,0,0,0,0,0,0
1529,1529,34,9,134,94550,1,4.6,1,164,0,1,0,1,0,1,0
1530,1530,38,14,58,91709,4,2,3,153,0,1,0,0,0,0,0
1531,1531,47,21,20,94066,1,0.2,1,0,0,0,0,1,1,1,0
1532,1532,39,13,25,90304,4,1.5,3,0,0,0,0,1,0,0,0
1533,1533,45,20,55,94588,1,0.3,1,0,0,0,0,1,1,1,0
1534,1534,62,37,155,93943,1,1.3,1,0,0,0,0,0,0,1,0
1535,1535,59,34,30,92084,1,1.3,1,0,0,0,0,1,1,1,0
1536,1536,61,37,39,92096,4,0.4,1,0,0,0,0,1,1,1,0
1537,1537,36,12,73,95617,4,2,3,188,0,0,0,1,0,0,0
1538,1538,58,34,41,94608,4,1.3,1,0,0,0,0,1,0,1,0
1539,1539,55,30,34,95820,4,0.1,3,157,0,0,0,1,0,0,0
1540,1540,29,5,21,90601,3,0.9,3,119,0,0,0,0,0,0,0
1541,1541,34,8,11,91320,4,0.3,1,0,0,1,1,1,1,1,0
1542,1542,61,35,154,92704,2,6.9,1,0,0,0,0,0,0,1,0
1543,1543,50,20,19,92612,4,0.4,3,0,0,0,0,0,0,0,0
1544,1544,52,26,101,93407,2,2.4,2,0,0,0,0,1,0,0,1
1545,1545,39,15,24,92123,1,1,1,116,0,0,0,1,1,1,0
1546,1546,55,29,131,92675,2,2.7,1,0,0,1,0,0,0,1,0
1547,1547,33,9,105,95136,1,4,1,0,0,0,0,1,0,1,0
1548,1548,47,21,52,94720,1,1.2,2,194,0,0,0,0,0,0,1
1549,1549,57,32,21,92037,4,0.9,2,113,0,1,0,0,0,0,1
1550,1550,57,31,45,94305,3,1.4,1,198,0,0,0,1,0,1,0
1551,1551,40,14,39,93117,1,2,1,0,0,0,0,1,0,1,0
1552,1552,50,25,192,94115,2,2.8,1,238,0,0,0,0,1,1,0
1553,1553,29,5,195,94301,1,4.3,1,0,0,0,0,0,0,1,0
1554,1554,46,22,83,95616,3,0.7,1,0,0,0,0,0,0,1,0
1555,1555,42,15,34,91302,3,1,2,0,0,1,0,1,0,0,1
1556,1556,59,33,49,93009,4,1.7,2,104,0,0,0,1,0,0,1
1557,1557,31,1,60,94143,4,4,3,244,0,0,0,0,0,0,0
1558,1558,51,25,41,94939,4,1.8,1,0,0,0,0,0,0,1,0
1559,1559,35,10,72,91320,3,2.3,1,285,0,0,0,0,0,1,0
1560,1560,59,35,102,92677,4,3,2,115,1,0,0,1,0,0,1
1561,1561,35,10,31,95605,3,1.3,1,0,0,0,0,0,0,1,0
1562,1562,46,20,73,93106,1,1.5,2,128,0,0,0,1,0,0,1
1563,1563,34,9,89,91763,1,0,1,0,0,0,0,1,0,1,0
1564,1564,55,29,19,92109,4,0.7,3,121,0,1,0,0,1,0,0
1565,1565,64,40,63,94706,4,1.2,2,0,0,0,0,1,0,0,1
1566,1566,34,9,104,95758,3,1.2,3,0,0,0,0,1,0,0,0
1567,1567,61,35,40,95064,1,0.8,2,128,0,0,0,1,0,0,1
1568,1568,63,39,92,94710,2,0,3,0,0,0,0,1,0,0,0
1569,1569,59,33,72,92350,2,0.7,2,226,0,0,0,0,0,0,1
1570,1570,51,27,44,94305,3,1.9,2,141,0,0,0,0,0,0,1
1571,1571,41,16,114,94705,4,3.5,1,0,1,0,0,0,1,1,0
1572,1572,37,13,73,95758,4,2.4,1,0,0,0,0,0,0,1,0
1573,1573,64,40,63,91711,4,1.2,2,0,0,1,0,0,1,0,1
1574,1574,44,20,69,92028,1,0.8,3,184,0,0,1,1,1,0,0
1575,1575,62,37,42,92106,3,1.5,1,0,0,0,0,1,0,1,0
1576,1576,50,26,88,90037,1,2.7,1,0,0,0,0,1,0,1,0
1577,1577,43,18,98,92131,2,0.4,1,0,0,0,0,1,0,1,0
1578,1578,34,8,65,92093,1,3,1,227,1,0,0,1,0,1,0
1579,1579,38,13,12,94143,2,0.3,2,104,0,1,0,1,0,0,1
1580,1580,29,5,122,94305,4,3,1,0,1,0,0,0,1,1,0
1581,1581,39,14,12,92093,2,0,3,0,0,0,0,0,0,0,0
1582,1582,53,29,24,94105,2,0.2,1,0,0,0,0,0,1,1,0
1583,1583,43,19,170,92037,4,4.25,1,318,1,0,1,1,1,1,0
1584,1584,61,36,184,92028,4,2.3,2,342,1,0,1,1,1,0,1
1585,1585,46,20,25,93401,4,0.6,3,125,0,0,0,0,0,0,0
1586,1586,57,31,131,90502,2,2.7,1,0,0,0,0,0,0,1,0
1587,1587,59,33,50,94122,2,2.3,3,0,0,0,0,0,1,0,0
1588,1588,52,28,21,94035,2,0.4,1,0,0,1,0,1,0,1,0
1589,1589,29,3,55,95616,3,1.1,2,0,0,0,0,1,0,0,1
1590,1590,57,32,124,90049,1,0.2,2,0,1,0,0,1,0,0,1
1591,1591,49,23,58,95819,4,2.6,1,188,0,0,0,0,0,1,0
1592,1592,39,13,72,95817,2,2.8,1,0,0,0,0,1,0,1,0
1593,1593,56,31,192,90089,1,7,3,0,1,0,1,1,0,0,0
1594,1594,63,38,83,91320,3,1.8,2,0,0,0,0,1,0,0,1
1595,1595,37,12,93,90025,1,2.8,1,0,0,1,0,1,0,1,0
1596,1596,56,26,38,94305,3,1,3,110,0,1,0,1,0,0,0
1597,1597,45,20,55,92606,4,1.9,3,164,0,1,0,0,0,0,0
1598,1598,66,41,11,92325,3,0.1,3,0,0,1,0,0,1,0,0
1599,1599,40,15,85,94550,2,0.4,1,0,0,1,0,0,0,1,0
1600,1600,50,24,124,93305,1,4.9,1,266,0,0,0,1,0,1,0
1601,1601,60,36,129,92028,2,6,1,0,0,0,0,1,0,1,0
1602,1602,31,7,180,93407,1,4.3,1,0,0,0,0,0,0,1,0
1603,1603,40,14,74,90245,4,1.4,2,0,0,0,0,1,0,0,1
1604,1604,36,6,138,92152,1,7,3,86,1,0,0,1,0,0,0
1605,1605,55,29,111,90502,2,3.6,3,0,1,0,0,0,1,0,0
1606,1606,54,28,83,93555,3,0.8,1,0,0,0,0,1,0,1,0
1607,1607,35,10,33,90266,4,1.7,1,87,0,0,0,1,0,1,0
1608,1608,55,29,21,92028,4,0.7,3,0,0,0,0,0,0,0,0
1609,1609,36,10,35,94608,2,0.3,1,98,0,0,0,1,0,1,0
1610,1610,66,41,105,93023,1,0.8,3,0,0,1,1,1,1,0,0
1611,1611,38,14,103,94305,1,0.8,2,0,0,0,0,0,1,0,1
1612,1612,58,32,75,92096,2,2.3,3,0,0,0,0,0,0,0,0
1613,1613,41,17,33,94550,1,0.7,1,104,0,0,0,0,0,1,0
1614,1614,60,34,52,94305,4,1.7,2,0,0,1,0,1,0,0,1
1615,1615,47,23,89,94920,1,2.6,2,0,0,1,1,1,1,0,1
1616,1616,62,36,63,93109,1,2.5,3,0,0,0,0,0,0,0,0
1617,1617,48,23,84,94402,4,3.1,2,0,1,1,1,1,0,0,1
1618,1618,61,36,44,91302,4,2.1,1,0,0,0,0,0,0,1,0
1619,1619,29,3,29,94720,3,1,1,0,0,0,0,1,1,1,0
1620,1620,45,21,29,90005,1,0.3,3,0,0,0,0,1,0,0,0
1621,1621,39,14,22,94035,2,0.3,2,0,0,0,0,1,0,0,1
1622,1622,31,6,53,92093,4,2.2,1,114,0,0,0,1,0,1,0
1623,1623,39,14,24,94611,2,0.3,2,0,0,0,0,1,0,0,1
1624,1624,63,38,153,90045,1,1.3,1,455,0,0,0,0,0,1,0
1625,1625,28,2,31,90024,2,0.3,2,0,0,1,0,1,0,0,1
1626,1626,56,30,21,94542,2,0.7,2,0,0,0,0,1,0,0,1
1627,1627,31,6,180,93108,2,6.7,1,0,0,0,0,0,0,1,0
1628,1628,46,20,82,91016,3,0.7,2,0,0,0,0,1,1,0,1
1629,1629,42,18,90,95064,4,0.8,1,245,0,1,0,0,0,1,0
1630,1630,53,29,154,93407,4,7.4,3,0,1,0,0,0,0,0,0
1631,1631,41,17,99,92096,2,1.8,2,0,0,0,0,1,1,0,1
1632,1632,61,36,153,91105,1,2.6,2,0,1,1,1,0,1,0,1
1633,1633,31,5,93,95032,2,3.1,2,0,1,0,0,1,0,0,1
1634,1634,62,38,53,92121,1,0,2,0,0,0,0,0,0,0,1
1635,1635,59,34,18,95814,3,1.3,2,104,0,0,1,1,1,0,1
1636,1636,49,24,70,91330,1,2.9,1,0,0,0,0,0,0,1,0
1637,1637,65,39,100,92122,4,1.7,3,0,0,0,0,0,1,0,0
1638,1638,30,6,193,94022,3,6.3,3,0,1,0,0,1,0,0,0
1639,1639,32,7,125,95133,1,0,1,0,0,0,0,1,1,1,0
1640,1640,56,31,68,94571,2,0,3,0,0,1,0,1,0,0,0
1641,1641,36,10,55,90009,1,2,1,95,0,0,0,1,0,1,0
1642,1642,58,34,152,92182,4,3.6,3,0,1,0,0,0,0,0,0
1643,1643,27,3,84,95814,3,1.5,1,0,0,0,0,1,1,1,0
